# big5 unicode
0xFFFD 0x19FA
0xFFFD 0x19FB
0xFFFD 0x19FC
0xFFFD 0x19FD
0xFFFD 0x19FE
0xFFFD 0x19FF
0xFFFD 0x1A00
0xFFFD 0x1A01
0xFFFD 0x1A02
0xFFFD 0x1A03
0xFFFD 0x1A04
0xFFFD 0x1A05
0xFFFD 0x1A06
0xFFFD 0x1A07
0xFFFD 0x1A08
0xFFFD 0x1A09
0xFFFD 0x1A0A
0xFFFD 0x1A0B
0xFFFD 0x1A0C
0xFFFD 0x1A0D
0xFFFD 0x1A0E
0xFFFD 0x1A0F
0xFFFD 0x1A10
0xFFFD 0x1A11
0xFFFD 0x1A12
0xFFFD 0x1A13
0xFFFD 0x1A14
0xFFFD 0x1A15
0xFFFD 0x1A16
0xFFFD 0x1A17
0xFFFD 0x1A18
0xFFFD 0x1A19
0xFFFD 0x1A1A
0xFFFD 0x1A1B
0xFFFD 0x1A1C
0xFFFD 0x1A1D
0xFFFD 0x1A1E
0xFFFD 0x1A1F
0xFFFD 0x1A20
0xFFFD 0x1A21
0xFFFD 0x1A22
0xFFFD 0x1A23
0xFFFD 0x1A24
0xFFFD 0x1A25
0xFFFD 0x1A26
0xFFFD 0x1A27
0xFFFD 0x1A28
0xFFFD 0x1A29
0xFFFD 0x1A2A
0xFFFD 0x1A2B
0xFFFD 0x1A2C
0xFFFD 0x1A2D
0xFFFD 0x1A2E
0xFFFD 0x1A2F
0xFFFD 0x1A30
0xFFFD 0x1A31
0xFFFD 0x1A32
0xFFFD 0x1A33
0xFFFD 0x1A34
0xFFFD 0x1A35
0xFFFD 0x1A36
0xFFFD 0x1A37
0xFFFD 0x1A38
0xFFFD 0x1A39
0xFFFD 0x1A3A
0xFFFD 0x1A3B
0xFFFD 0x1A3C
0xFFFD 0x1A3D
0xFFFD 0x1A3E
0xFFFD 0x1A3F
0xFFFD 0x1A40
0xFFFD 0x1A41
0xFFFD 0x1A42
0xFFFD 0x1A43
0xFFFD 0x1A44
0xFFFD 0x1A45
0xFFFD 0x1A46
0xFFFD 0x1A47
0xFFFD 0x1A48
0xFFFD 0x1A49
0xFFFD 0x1A4A
0xFFFD 0x1A4B
0xFFFD 0x1A4C
0xFFFD 0x1A4D
0xFFFD 0x1A4E
0xFFFD 0x1A4F
0xFFFD 0x1A50
0xFFFD 0x1A51
0xFFFD 0x1A52
0xFFFD 0x1A53
0xFFFD 0x1A54
0xFFFD 0x1A55
0xFFFD 0x1A56
0xFFFD 0x1A57
0xFFFD 0x1A58
0xFFFD 0x1A59
0xFFFD 0x1A5A
0xFFFD 0x1A5B
0xFFFD 0x1A5C
0xFFFD 0x1A5D
0xFFFD 0x1A5E
0xFFFD 0x1A5F
0xFFFD 0x1A60
0xFFFD 0x1A61
0xFFFD 0x1A62
0xFFFD 0x1A63
0xFFFD 0x1A64
0xFFFD 0x1A65
0xFFFD 0x1A66
0xFFFD 0x1A67
0xFFFD 0x1A68
0xFFFD 0x1A69
0xFFFD 0x1A6A
0xFFFD 0x1A6B
0xFFFD 0x1A6C
0xFFFD 0x1A6D
0xFFFD 0x1A6E
0xFFFD 0x1A6F
0xFFFD 0x1A70
0xFFFD 0x1A71
0xFFFD 0x1A72
0xFFFD 0x1A73
0xFFFD 0x1A74
0xFFFD 0x1A75
0xFFFD 0x1A76
0xFFFD 0x1A77
0xFFFD 0x1A78
0xFFFD 0x1A79
0xFFFD 0x1A7A
0xFFFD 0x1A7B
0xFFFD 0x1A7C
0xFFFD 0x1A7D
0xFFFD 0x1A7E
0xFFFD 0x1A7F
0xFFFD 0x1A80
0xFFFD 0x1A81
0xFFFD 0x1A82
0xFFFD 0x1A83
0xFFFD 0x1A84
0xFFFD 0x1A85
0xFFFD 0x1A86
0xFFFD 0x1A87
0xFFFD 0x1A88
0xFFFD 0x1A89
0xFFFD 0x1A8A
0xFFFD 0x1A8B
0xFFFD 0x1A8C
0xFFFD 0x1A8D
0xFFFD 0x1A8E
0xFFFD 0x1A8F
0xFFFD 0x1A90
0xFFFD 0x1A91
0xFFFD 0x1A92
0xFFFD 0x1A93
0xFFFD 0x1A94
0xFFFD 0x1A95
0xFFFD 0x1A96
0xFFFD 0x1A97
0xFFFD 0x1A98
0xFFFD 0x1A99
0xFFFD 0x1A9A
0xFFFD 0x1A9B
0xFFFD 0x1A9C
0xFFFD 0x1A9D
0xFFFD 0x1A9E
0xFFFD 0x1A9F
0xFFFD 0x1AA0
0xFFFD 0x1AA1
0xFFFD 0x1AA2
0xFFFD 0x1AA3
0xFFFD 0x1AA4
0xFFFD 0x1AA5
0xFFFD 0x1AA6
0xFFFD 0x1AA7
0xFFFD 0x1AA8
0xFFFD 0x1AA9
0xFFFD 0x1AAA
0xFFFD 0x1AAB
0xFFFD 0x1AAC
0xFFFD 0x1AAD
0xFFFD 0x1AAE
0xFFFD 0x1AAF
0xFFFD 0x1AB0
0xFFFD 0x1AB1
0xFFFD 0x1AB2
0xFFFD 0x1AB3
0xFFFD 0x1AB4
0xFFFD 0x1AB5
0xFFFD 0x1AB6
0xFFFD 0x1AB7
0xFFFD 0x1AB8
0xFFFD 0x1AB9
0xFFFD 0x1ABA
0xFFFD 0x1ABB
0xFFFD 0x1ABC
0xFFFD 0x1ABD
0xFFFD 0x1ABE
0xFFFD 0x1ABF
0xFFFD 0x1AC0
0xFFFD 0x1AC1
0xFFFD 0x1AC2
0xFFFD 0x1AC3
0xFFFD 0x1AC4
0xFFFD 0x1AC5
0xFFFD 0x1AC6
0xFFFD 0x1AC7
0xFFFD 0x1AC8
0xFFFD 0x1AC9
0xFFFD 0x1ACA
0xFFFD 0x1ACB
0xFFFD 0x1ACC
0xFFFD 0x1ACD
0xFFFD 0x1ACE
0xFFFD 0x1ACF
0xFFFD 0x1AD0
0xFFFD 0x1AD1
0xFFFD 0x1AD2
0xFFFD 0x1AD3
0xFFFD 0x1AD4
0xFFFD 0x1AD5
0xFFFD 0x1AD6
0xFFFD 0x1AD7
0xFFFD 0x1AD8
0xFFFD 0x1AD9
0xFFFD 0x1ADA
0xFFFD 0x1ADB
0xFFFD 0x1ADC
0xFFFD 0x1ADD
0xFFFD 0x1ADE
0xFFFD 0x1ADF
0xFFFD 0x1AE0
0xFFFD 0x1AE1
0xFFFD 0x1AE2
0xFFFD 0x1AE3
0xFFFD 0x1AE4
0xFFFD 0x1AE5
0xFFFD 0x1AE6
0xFFFD 0x1AE7
0xFFFD 0x1AE8
0xFFFD 0x1AE9
0xFFFD 0x1AEA
0xFFFD 0x1AEB
0xFFFD 0x1AEC
0xFFFD 0x1AED
0xFFFD 0x1AEE
0xFFFD 0x1AEF
0xFFFD 0x1AF0
0xFFFD 0x1AF1
0xFFFD 0x1AF2
0xFFFD 0x1AF3
0xFFFD 0x1AF4
0xFFFD 0x1AF5
0xFFFD 0x1AF6
0xFFFD 0x1AF7
0xFFFD 0x1AF8
0xFFFD 0x1AF9
0xFFFD 0x1AFA
0xFFFD 0x1AFB
0xFFFD 0x1AFC
0xFFFD 0x1AFD
0xFFFD 0x1AFE
0xFFFD 0x1AFF
0xFFFD 0x1B00
0xFFFD 0x1B01
0xFFFD 0x1B02
0xFFFD 0x1B03
0xFFFD 0x1B04
0xFFFD 0x1B05
0xFFFD 0x1B06
0xFFFD 0x1B07
0xFFFD 0x1B08
0xFFFD 0x1B09
0xFFFD 0x1B0A
0xFFFD 0x1B0B
0xFFFD 0x1B0C
0xFFFD 0x1B0D
0xFFFD 0x1B0E
0xFFFD 0x1B0F
0xFFFD 0x1B10
0xFFFD 0x1B11
0xFFFD 0x1B12
0xFFFD 0x1B13
0xFFFD 0x1B14
0xFFFD 0x1B15
0xFFFD 0x1B16
0xFFFD 0x1B17
0xFFFD 0x1B18
0xFFFD 0x1B19
0xFFFD 0x1B1A
0xFFFD 0x1B1B
0xFFFD 0x1B1C
0xFFFD 0x1B1D
0xFFFD 0x1B1E
0xFFFD 0x1B1F
0xFFFD 0x1B20
0xFFFD 0x1B21
0xFFFD 0x1B22
0xFFFD 0x1B23
0xFFFD 0x1B24
0xFFFD 0x1B25
0xFFFD 0x1B26
0xFFFD 0x1B27
0xFFFD 0x1B28
0xFFFD 0x1B29
0xFFFD 0x1B2A
0xFFFD 0x1B2B
0xFFFD 0x1B2C
0xFFFD 0x1B2D
0xFFFD 0x1B2E
0xFFFD 0x1B2F
0xFFFD 0x1B30
0xFFFD 0x1B31
0xFFFD 0x1B32
0xFFFD 0x1B33
0xFFFD 0x1B34
0xFFFD 0x1B35
0xFFFD 0x1B36
0xFFFD 0x1B37
0xFFFD 0x1B38
0xFFFD 0x1B39
0xFFFD 0x1B3A
0xFFFD 0x1B3B
0xFFFD 0x1B3C
0xFFFD 0x1B3D
0xFFFD 0x1B3E
0xFFFD 0x1B3F
0xFFFD 0x1B40
0xFFFD 0x1B41
0xFFFD 0x1B42
0xFFFD 0x1B43
0xFFFD 0x1B44
0xFFFD 0x1B45
0xFFFD 0x1B46
0xFFFD 0x1B47
0xFFFD 0x1B48
0xFFFD 0x1B49
0xFFFD 0x1B4A
0xFFFD 0x1B4B
0xFFFD 0x1B4C
0xFFFD 0x1B4D
0xFFFD 0x1B4E
0xFFFD 0x1B4F
0xFFFD 0x1B50
0xFFFD 0x1B51
0xFFFD 0x1B52
0xFFFD 0x1B53
0xFFFD 0x1B54
0xFFFD 0x1B55
0xFFFD 0x1B56
0xFFFD 0x1B57
0xFFFD 0x1B58
0xFFFD 0x1B59
0xFFFD 0x1B5A
0xFFFD 0x1B5B
0xFFFD 0x1B5C
0xFFFD 0x1B5D
0xFFFD 0x1B5E
0xFFFD 0x1B5F
0xFFFD 0x1B60
0xFFFD 0x1B61
0xFFFD 0x1B62
0xFFFD 0x1B63
0xFFFD 0x1B64
0xFFFD 0x1B65
0xFFFD 0x1B66
0xFFFD 0x1B67
0xFFFD 0x1B68
0xFFFD 0x1B69
0xFFFD 0x1B6A
0xFFFD 0x1B6B
0xFFFD 0x1B6C
0xFFFD 0x1B6D
0xFFFD 0x1B6E
0xFFFD 0x1B6F
0xFFFD 0x1B70
0xFFFD 0x1B71
0xFFFD 0x1B72
0xFFFD 0x1B73
0xFFFD 0x1B74
0xFFFD 0x1B75
0xFFFD 0x1B76
0xFFFD 0x1B77
0xFFFD 0x1B78
0xFFFD 0x1B79
0xFFFD 0x1B7A
0xFFFD 0x1B7B
0xFFFD 0x1B7C
0xFFFD 0x1B7D
0xFFFD 0x1B7E
0xFFFD 0x1B7F
0xFFFD 0x1B80
0xFFFD 0x1B81
0xFFFD 0x1B82
0xFFFD 0x1B83
0xFFFD 0x1B84
0xFFFD 0x1B85
0xFFFD 0x1B86
0xFFFD 0x1B87
0xFFFD 0x1B88
0xFFFD 0x1B89
0xFFFD 0x1B8A
0xFFFD 0x1B8B
0xFFFD 0x1B8C
0xFFFD 0x1B8D
0xFFFD 0x1B8E
0xFFFD 0x1B8F
0xFFFD 0x1B90
0xFFFD 0x1B91
0xFFFD 0x1B92
0xFFFD 0x1B93
0xFFFD 0x1B94
0xFFFD 0x1B95
0xFFFD 0x1B96
0xFFFD 0x1B97
0xFFFD 0x1B98
0xFFFD 0x1B99
0xFFFD 0x1B9A
0xFFFD 0x1B9B
0xFFFD 0x1B9C
0xFFFD 0x1B9D
0xFFFD 0x1B9E
0xFFFD 0x1B9F
0xFFFD 0x1BA0
0xFFFD 0x1BA1
0xFFFD 0x1BA2
0xFFFD 0x1BA3
0xFFFD 0x1BA4
0xFFFD 0x1BA5
0xFFFD 0x1BA6
0xFFFD 0x1BA7
0xFFFD 0x1BA8
0xFFFD 0x1BA9
0xFFFD 0x1BAA
0xFFFD 0x1BAB
0xFFFD 0x1BAC
0xFFFD 0x1BAD
0xFFFD 0x1BAE
0xFFFD 0x1BAF
0xFFFD 0x1BB0
0xFFFD 0x1BB1
0xFFFD 0x1BB2
0xFFFD 0x1BB3
0xFFFD 0x1BB4
0xFFFD 0x1BB5
0xFFFD 0x1BB6
0xFFFD 0x1BB7
0xFFFD 0x1BB8
0xFFFD 0x1BB9
0xFFFD 0x1BBA
0xFFFD 0x1BBB
0xFFFD 0x1BBC
0xFFFD 0x1BBD
0xFFFD 0x1BBE
0xFFFD 0x1BBF
0xFFFD 0x1BC0
0xFFFD 0x1BC1
0xFFFD 0x1BC2
0xFFFD 0x1BC3
0xFFFD 0x1BC4
0xFFFD 0x1BC5
0xFFFD 0x1BC6
0xFFFD 0x1BC7
0xFFFD 0x1BC8
0xFFFD 0x1BC9
0xFFFD 0x1BCA
0xFFFD 0x1BCB
0xFFFD 0x1BCC
0xFFFD 0x1BCD
0xFFFD 0x1BCE
0xFFFD 0x1BCF
0xFFFD 0x1BD0
0xFFFD 0x1BD1
0xFFFD 0x1BD2
0xFFFD 0x1BD3
0xFFFD 0x1BD4
0xFFFD 0x1BD5
0xFFFD 0x1BD6
0xFFFD 0x1BD7
0xFFFD 0x1BD8
0xFFFD 0x1BD9
0xFFFD 0x1BDA
0xFFFD 0x1BDB
0xFFFD 0x1BDC
0xFFFD 0x1BDD
0xFFFD 0x1BDE
0xFFFD 0x1BDF
0xFFFD 0x1BE0
0xFFFD 0x1BE1
0xFFFD 0x1BE2
0xFFFD 0x1BE3
0xFFFD 0x1BE4
0xFFFD 0x1BE5
0xFFFD 0x1BE6
0xFFFD 0x1BE7
0xFFFD 0x1BE8
0xFFFD 0x1BE9
0xFFFD 0x1BEA
0xFFFD 0x1BEB
0xFFFD 0x1BEC
0xFFFD 0x1BED
0xFFFD 0x1BEE
0xFFFD 0x1BEF
0xFFFD 0x1BF0
0xFFFD 0x1BF1
0xFFFD 0x1BF2
0xFFFD 0x1BF3
0xFFFD 0x1BF4
0xFFFD 0x1BF5
0xFFFD 0x1BF6
0xFFFD 0x1BF7
0xFFFD 0x1BF8
0xFFFD 0x1BF9
0xFFFD 0x1BFA
0xFFFD 0x1BFB
0xFFFD 0x1BFC
0xFFFD 0x1BFD
0xFFFD 0x1BFE
0xFFFD 0x1BFF
0xFFFD 0x1C00
0xFFFD 0x1C01
0xFFFD 0x1C02
0xFFFD 0x1C03
0xFFFD 0x1C04
0xFFFD 0x1C05
0xFFFD 0x1C06
0xFFFD 0x1C07
0xFFFD 0x1C08
0xFFFD 0x1C09
0xFFFD 0x1C0A
0xFFFD 0x1C0B
0xFFFD 0x1C0C
0xFFFD 0x1C0D
0xFFFD 0x1C0E
0xFFFD 0x1C0F
0xFFFD 0x1C10
0xFFFD 0x1C11
0xFFFD 0x1C12
0xFFFD 0x1C13
0xFFFD 0x1C14
0xFFFD 0x1C15
0xFFFD 0x1C16
0xFFFD 0x1C17
0xFFFD 0x1C18
0xFFFD 0x1C19
0xFFFD 0x1C1A
0xFFFD 0x1C1B
0xFFFD 0x1C1C
0xFFFD 0x1C1D
0xFFFD 0x1C1E
0xFFFD 0x1C1F
0xFFFD 0x1C20
0xFFFD 0x1C21
0xFFFD 0x1C22
0xFFFD 0x1C23
0xFFFD 0x1C24
0xFFFD 0x1C25
0xFFFD 0x1C26
0xFFFD 0x1C27
0xFFFD 0x1C28
0xFFFD 0x1C29
0xFFFD 0x1C2A
0xFFFD 0x1C2B
0xFFFD 0x1C2C
0xFFFD 0x1C2D
0xFFFD 0x1C2E
0xFFFD 0x1C2F
0xFFFD 0x1C30
0xFFFD 0x1C31
0xFFFD 0x1C32
0xFFFD 0x1C33
0xFFFD 0x1C34
0xFFFD 0x1C35
0xFFFD 0x1C36
0xFFFD 0x1C37
0xFFFD 0x1C38
0xFFFD 0x1C39
0xFFFD 0x1C3A
0xFFFD 0x1C3B
0xFFFD 0x1C3C
0xFFFD 0x1C3D
0xFFFD 0x1C3E
0xFFFD 0x1C3F
0xFFFD 0x1C40
0xFFFD 0x1C41
0xFFFD 0x1C42
0xFFFD 0x1C43
0xFFFD 0x1C44
0xFFFD 0x1C45
0xFFFD 0x1C46
0xFFFD 0x1C47
0xFFFD 0x1C48
0xFFFD 0x1C49
0xFFFD 0x1C4A
0xFFFD 0x1C4B
0xFFFD 0x1C4C
0xFFFD 0x1C4D
0xFFFD 0x1C4E
0xFFFD 0x1C4F
0xFFFD 0x1C50
0xFFFD 0x1C51
0xFFFD 0x1C52
0xFFFD 0x1C53
0xFFFD 0x1C54
0xFFFD 0x1C55
0xFFFD 0x1C56
0xFFFD 0x1C57
0xFFFD 0x1C58
0xFFFD 0x1C59
0xFFFD 0x1C5A
0xFFFD 0x1C5B
0xFFFD 0x1C5C
0xFFFD 0x1C5D
0xFFFD 0x1C5E
0xFFFD 0x1C5F
0xFFFD 0x1C60
0xFFFD 0x1C61
0xFFFD 0x1C62
0xFFFD 0x1C63
0xFFFD 0x1C64
0xFFFD 0x1C65
0xFFFD 0x1C66
0xFFFD 0x1C67
0xFFFD 0x1C68
0xFFFD 0x1C69
0xFFFD 0x1C6A
0xFFFD 0x1C6B
0xFFFD 0x1C6C
0xFFFD 0x1C6D
0xFFFD 0x1C6E
0xFFFD 0x1C6F
0xFFFD 0x1C70
0xFFFD 0x1C71
0xFFFD 0x1C72
0xFFFD 0x1C73
0xFFFD 0x1C74
0xFFFD 0x1C75
0xFFFD 0x1C76
0xFFFD 0x1C77
0xFFFD 0x1C78
0xFFFD 0x1C79
0xFFFD 0x1C7A
0xFFFD 0x1C7B
0xFFFD 0x1C7C
0xFFFD 0x1C7D
0xFFFD 0x1C7E
0xFFFD 0x1C7F
0xFFFD 0x1C80
0xFFFD 0x1C81
0xFFFD 0x1C82
0xFFFD 0x1C83
0xFFFD 0x1C84
0xFFFD 0x1C85
0xFFFD 0x1C86
0xFFFD 0x1C87
0xFFFD 0x1C88
0xFFFD 0x1C89
0xFFFD 0x1C8A
0xFFFD 0x1C8B
0xFFFD 0x1C8C
0xFFFD 0x1C8D
0xFFFD 0x1C8E
0xFFFD 0x1C8F
0xFFFD 0x1C90
0xFFFD 0x1C91
0xFFFD 0x1C92
0xFFFD 0x1C93
0xFFFD 0x1C94
0xFFFD 0x1C95
0xFFFD 0x1C96
0xFFFD 0x1C97
0xFFFD 0x1C98
0xFFFD 0x1C99
0xFFFD 0x1C9A
0xFFFD 0x1C9B
0xFFFD 0x1C9C
0xFFFD 0x1C9D
0xFFFD 0x1C9E
0xFFFD 0x1C9F
0xFFFD 0x1CA0
0xFFFD 0x1CA1
0xFFFD 0x1CA2
0xFFFD 0x1CA3
0xFFFD 0x1CA4
0xFFFD 0x1CA5
0xFFFD 0x1CA6
0xFFFD 0x1CA7
0xFFFD 0x1CA8
0xFFFD 0x1CA9
0xFFFD 0x1CAA
0xFFFD 0x1CAB
0xFFFD 0x1CAC
0xFFFD 0x1CAD
0xFFFD 0x1CAE
0xFFFD 0x1CAF
0xFFFD 0x1CB0
0xFFFD 0x1CB1
0xFFFD 0x1CB2
0xFFFD 0x1CB3
0xFFFD 0x1CB4
0xFFFD 0x1CB5
0xFFFD 0x1CB6
0xFFFD 0x1CB7
0xFFFD 0x1CB8
0xFFFD 0x1CB9
0xFFFD 0x1CBA
0xFFFD 0x1CBB
0xFFFD 0x1CBC
0xFFFD 0x1CBD
0xFFFD 0x1CBE
0xFFFD 0x1CBF
0xFFFD 0x1CC0
0xFFFD 0x1CC1
0xFFFD 0x1CC2
0xFFFD 0x1CC3
0xFFFD 0x1CC4
0xFFFD 0x1CC5
0xFFFD 0x1CC6
0xFFFD 0x1CC7
0xFFFD 0x1CC8
0xFFFD 0x1CC9
0xFFFD 0x1CCA
0xFFFD 0x1CCB
0xFFFD 0x1CCC
0xFFFD 0x1CCD
0xFFFD 0x1CCE
0xFFFD 0x1CCF
0xFFFD 0x1CD0
0xFFFD 0x1CD1
0xFFFD 0x1CD2
0xFFFD 0x1CD3
0xFFFD 0x1CD4
0xFFFD 0x1CD5
0xFFFD 0x1CD6
0xFFFD 0x1CD7
0xFFFD 0x1CD8
0xFFFD 0x1CD9
0xFFFD 0x1CDA
0xFFFD 0x1CDB
0xFFFD 0x1CDC
0xFFFD 0x1CDD
0xFFFD 0x1CDE
0xFFFD 0x1CDF
0xFFFD 0x1CE0
0xFFFD 0x1CE1
0xFFFD 0x1CE2
0xFFFD 0x1CE3
0xFFFD 0x1CE4
0xFFFD 0x1CE5
0xFFFD 0x1CE6
0xFFFD 0x1CE7
0xFFFD 0x1CE8
0xFFFD 0x1CE9
0xFFFD 0x1CEA
0xFFFD 0x1CEB
0xFFFD 0x1CEC
0xFFFD 0x1CED
0xFFFD 0x1CEE
0xFFFD 0x1CEF
0xFFFD 0x1CF0
0xFFFD 0x1CF1
0xFFFD 0x1CF2
0xFFFD 0x1CF3
0xFFFD 0x1CF4
0xFFFD 0x1CF5
0xFFFD 0x1CF6
0xFFFD 0x1CF7
0xFFFD 0x1CF8
0xFFFD 0x1CF9
0xFFFD 0x1CFA
0xFFFD 0x1CFB
0xFFFD 0x1CFC
0xFFFD 0x1CFD
0xFFFD 0x1CFE
0xFFFD 0x1CFF
0xFFFD 0x1D00
0xFFFD 0x1D01
0xFFFD 0x1D02
0xFFFD 0x1D03
0xFFFD 0x1D04
0xFFFD 0x1D05
0xFFFD 0x1D06
0xFFFD 0x1D07
0xFFFD 0x1D08
0xFFFD 0x1D09
0xFFFD 0x1D0A
0xFFFD 0x1D0B
0xFFFD 0x1D0C
0xFFFD 0x1D0D
0xFFFD 0x1D0E
0xFFFD 0x1D0F
0xFFFD 0x1D10
0xFFFD 0x1D11
0xFFFD 0x1D12
0xFFFD 0x1D13
0xFFFD 0x1D14
0xFFFD 0x1D15
0xFFFD 0x1D16
0xFFFD 0x1D17
0xFFFD 0x1D18
0xFFFD 0x1D19
0xFFFD 0x1D1A
0xFFFD 0x1D1B
0xFFFD 0x1D1C
0xFFFD 0x1D1D
0xFFFD 0x1D1E
0xFFFD 0x1D1F
0xFFFD 0x1D20
0xFFFD 0x1D21
0xFFFD 0x1D22
0xFFFD 0x1D23
0xFFFD 0x1D24
0xFFFD 0x1D25
0xFFFD 0x1D26
0xFFFD 0x1D27
0xFFFD 0x1D28
0xFFFD 0x1D29
0xFFFD 0x1D2A
0xFFFD 0x1D2B
0xFFFD 0x1D2C
0xFFFD 0x1D2D
0xFFFD 0x1D2E
0xFFFD 0x1D2F
0xFFFD 0x1D30
0xFFFD 0x1D31
0xFFFD 0x1D32
0xFFFD 0x1D33
0xFFFD 0x1D34
0xFFFD 0x1D35
0xFFFD 0x1D36
0xFFFD 0x1D37
0xFFFD 0x1D38
0xFFFD 0x1D39
0xFFFD 0x1D3A
0xFFFD 0x1D3B
0xFFFD 0x1D3C
0xFFFD 0x1D3D
0xFFFD 0x1D3E
0xFFFD 0x1D3F
0xFFFD 0x1D40
0xFFFD 0x1D41
0xFFFD 0x1D42
0xFFFD 0x1D43
0xFFFD 0x1D44
0xFFFD 0x1D45
0xFFFD 0x1D46
0xFFFD 0x1D47
0xFFFD 0x1D48
0xFFFD 0x1D49
0xFFFD 0x1D4A
0xFFFD 0x1D4B
0xFFFD 0x1D4C
0xFFFD 0x1D4D
0xFFFD 0x1D4E
0xFFFD 0x1D4F
0xFFFD 0x1D50
0xFFFD 0x1D51
0xFFFD 0x1D52
0xFFFD 0x1D53
0xFFFD 0x1D54
0xFFFD 0x1D55
0xFFFD 0x1D56
0xFFFD 0x1D57
0xFFFD 0x1D58
0xFFFD 0x1D59
0xFFFD 0x1D5A
0xFFFD 0x1D5B
0xFFFD 0x1D5C
0xFFFD 0x1D5D
0xFFFD 0x1D5E
0xFFFD 0x1D5F
0xFFFD 0x1D60
0xFFFD 0x1D61
0xFFFD 0x1D62
0xFFFD 0x1D63
0xFFFD 0x1D64
0xFFFD 0x1D65
0xFFFD 0x1D66
0xFFFD 0x1D67
0xFFFD 0x1D68
0xFFFD 0x1D69
0xFFFD 0x1D6A
0xFFFD 0x1D6B
0xFFFD 0x1D6C
0xFFFD 0x1D6D
0xFFFD 0x1D6E
0xFFFD 0x1D6F
0xFFFD 0x1D70
0xFFFD 0x1D71
0xFFFD 0x1D72
0xFFFD 0x1D73
0xFFFD 0x1D74
0xFFFD 0x1D75
0xFFFD 0x1D76
0xFFFD 0x1D77
0xFFFD 0x1D78
0xFFFD 0x1D79
0xFFFD 0x1D7A
0xFFFD 0x1D7B
0xFFFD 0x1D7C
0xFFFD 0x1D7D
0xFFFD 0x1D7E
0xFFFD 0x1D7F
0xFFFD 0x1D80
0xFFFD 0x1D81
0xFFFD 0x1D82
0xFFFD 0x1D83
0xFFFD 0x1D84
0xFFFD 0x1D85
0xFFFD 0x1D86
0xFFFD 0x1D87
0xFFFD 0x1D88
0xFFFD 0x1D89
0xFFFD 0x1D8A
0xFFFD 0x1D8B
0xFFFD 0x1D8C
0xFFFD 0x1D8D
0xFFFD 0x1D8E
0xFFFD 0x1D8F
0xFFFD 0x1D90
0xFFFD 0x1D91
0xFFFD 0x1D92
0xFFFD 0x1D93
0xFFFD 0x1D94
0xFFFD 0x1D95
0xFFFD 0x1D96
0xFFFD 0x1D97
0xFFFD 0x1D98
0xFFFD 0x1D99
0xFFFD 0x1D9A
0xFFFD 0x1D9B
0xFFFD 0x1D9C
0xFFFD 0x1D9D
0xFFFD 0x1D9E
0xFFFD 0x1D9F
0xFFFD 0x1DA0
0xFFFD 0x1DA1
0xFFFD 0x1DA2
0xFFFD 0x1DA3
0xFFFD 0x1DA4
0xFFFD 0x1DA5
0xFFFD 0x1DA6
0xFFFD 0x1DA7
0xFFFD 0x1DA8
0xFFFD 0x1DA9
0xFFFD 0x1DAA
0xFFFD 0x1DAB
0xFFFD 0x1DAC
0xFFFD 0x1DAD
0xFFFD 0x1DAE
0xFFFD 0x1DAF
0xFFFD 0x1DB0
0xFFFD 0x1DB1
0xFFFD 0x1DB2
0xFFFD 0x1DB3
0xFFFD 0x1DB4
0xFFFD 0x1DB5
0xFFFD 0x1DB6
0xFFFD 0x1DB7
0xFFFD 0x1DB8
0xFFFD 0x1DB9
0xFFFD 0x1DBA
0xFFFD 0x1DBB
0xFFFD 0x1DBC
0xFFFD 0x1DBD
0xFFFD 0x1DBE
0xFFFD 0x1DBF
0xFFFD 0x1DC0
0xFFFD 0x1DC1
0xFFFD 0x1DC2
0xFFFD 0x1DC3
0xFFFD 0x1DC4
0xFFFD 0x1DC5
0xFFFD 0x1DC6
0xFFFD 0x1DC7
0xFFFD 0x1DC8
0xFFFD 0x1DC9
0xFFFD 0x1DCA
0xFFFD 0x1DCB
0xFFFD 0x1DCC
0xFFFD 0x1DCD
0xFFFD 0x1DCE
0xFFFD 0x1DCF
0xFFFD 0x1DD0
0xFFFD 0x1DD1
0xFFFD 0x1DD2
0xFFFD 0x1DD3
0xFFFD 0x1DD4
0xFFFD 0x1DD5
0xFFFD 0x1DD6
0xFFFD 0x1DD7
0xFFFD 0x1DD8
0xFFFD 0x1DD9
0xFFFD 0x1DDA
0xFFFD 0x1DDB
0xFFFD 0x1DDC
0xFFFD 0x1DDD
0xFFFD 0x1DDE
0xFFFD 0x1DDF
0xFFFD 0x1DE0
0xFFFD 0x1DE1
0xFFFD 0x1DE2
0xFFFD 0x1DE3
0xFFFD 0x1DE4
0xFFFD 0x1DE5
0xFFFD 0x1DE6
0xFFFD 0x1DE7
0xFFFD 0x1DE8
0xFFFD 0x1DE9
0xFFFD 0x1DEA
0xFFFD 0x1DEB
0xFFFD 0x1DEC
0xFFFD 0x1DED
0xFFFD 0x1DEE
0xFFFD 0x1DEF
0xFFFD 0x1DF0
0xFFFD 0x1DF1
0xFFFD 0x1DF2
0xFFFD 0x1DF3
0xFFFD 0x1DF4
0xFFFD 0x1DF5
0xFFFD 0x1DF6
0xFFFD 0x1DF7
0xFFFD 0x1DF8
0xFFFD 0x1DF9
0xFFFD 0x1DFA
0xFFFD 0x1DFB
0xFFFD 0x1DFC
0xFFFD 0x1DFD
