# big5 unicode
0xFFFD 0x2CB9
0xFFFD 0x2CBA
0xFFFD 0x2CBB
0xFFFD 0x2CBC
0xFFFD 0x2CBD
0xFFFD 0x2CBE
0xFFFD 0x2CBF
0xFFFD 0x2CC0
0xFFFD 0x2CC1
0xFFFD 0x2CC2
0xFFFD 0x2CC3
0xFFFD 0x2CC4
0xFFFD 0x2CC5
0xFFFD 0x2CC6
0xFFFD 0x2CC7
0xFFFD 0x2CC8
0xFFFD 0x2CC9
0xFFFD 0x2CCA
0xFFFD 0x2CCB
0xFFFD 0x2CCC
0xFFFD 0x2CCD
0xFFFD 0x2CCE
0xFFFD 0x2CCF
0xFFFD 0x2CD0
0xFFFD 0x2CD1
0xFFFD 0x2CD2
0xFFFD 0x2CD3
0xFFFD 0x2CD4
0xFFFD 0x2CD5
0xFFFD 0x2CD6
0xFFFD 0x2CD7
0xFFFD 0x2CD8
0xFFFD 0x2CD9
0xFFFD 0x2CDA
0xFFFD 0x2CDB
0xFFFD 0x2CDC
0xFFFD 0x2CDD
0xFFFD 0x2CDE
0xFFFD 0x2CDF
0xFFFD 0x2CE0
0xFFFD 0x2CE1
0xFFFD 0x2CE2
0xFFFD 0x2CE3
0xFFFD 0x2CE4
0xFFFD 0x2CE5
0xFFFD 0x2CE6
0xFFFD 0x2CE7
0xFFFD 0x2CE8
0xFFFD 0x2CE9
0xFFFD 0x2CEA
0xFFFD 0x2CEB
0xFFFD 0x2CEC
0xFFFD 0x2CED
0xFFFD 0x2CEE
0xFFFD 0x2CEF
0xFFFD 0x2CF0
0xFFFD 0x2CF1
0xFFFD 0x2CF2
0xFFFD 0x2CF3
0xFFFD 0x2CF4
0xFFFD 0x2CF5
0xFFFD 0x2CF6
0xFFFD 0x2CF7
0xFFFD 0x2CF8
0xFFFD 0x2CF9
0xFFFD 0x2CFA
0xFFFD 0x2CFB
0xFFFD 0x2CFC
0xFFFD 0x2CFD
0xFFFD 0x2CFE
0xFFFD 0x2CFF
0xFFFD 0x2D00
0xFFFD 0x2D01
0xFFFD 0x2D02
0xFFFD 0x2D03
0xFFFD 0x2D04
0xFFFD 0x2D05
0xFFFD 0x2D06
0xFFFD 0x2D07
0xFFFD 0x2D08
0xFFFD 0x2D09
0xFFFD 0x2D0A
0xFFFD 0x2D0B
0xFFFD 0x2D0C
0xFFFD 0x2D0D
0xFFFD 0x2D0E
0xFFFD 0x2D0F
0xFFFD 0x2D10
0xFFFD 0x2D11
0xFFFD 0x2D12
0xFFFD 0x2D13
0xFFFD 0x2D14
0xFFFD 0x2D15
0xFFFD 0x2D16
0xFFFD 0x2D17
0xFFFD 0x2D18
0xFFFD 0x2D19
0xFFFD 0x2D1A
0xFFFD 0x2D1B
0xFFFD 0x2D1C
0xFFFD 0x2D1D
0xFFFD 0x2D1E
0xFFFD 0x2D1F
0xFFFD 0x2D20
0xFFFD 0x2D21
0xFFFD 0x2D22
0xFFFD 0x2D23
0xFFFD 0x2D24
0xFFFD 0x2D25
0xFFFD 0x2D26
0xFFFD 0x2D27
0xFFFD 0x2D28
0xFFFD 0x2D29
0xFFFD 0x2D2A
0xFFFD 0x2D2B
0xFFFD 0x2D2C
0xFFFD 0x2D2D
0xFFFD 0x2D2E
0xFFFD 0x2D2F
0xFFFD 0x2D30
0xFFFD 0x2D31
0xFFFD 0x2D32
0xFFFD 0x2D33
0xFFFD 0x2D34
0xFFFD 0x2D35
0xFFFD 0x2D36
0xFFFD 0x2D37
0xFFFD 0x2D38
0xFFFD 0x2D39
0xFFFD 0x2D3A
0xFFFD 0x2D3B
0xFFFD 0x2D3C
0xFFFD 0x2D3D
0xFFFD 0x2D3E
0xFFFD 0x2D3F
0xFFFD 0x2D40
0xFFFD 0x2D41
0xFFFD 0x2D42
0xFFFD 0x2D43
0xFFFD 0x2D44
0xFFFD 0x2D45
0xFFFD 0x2D46
0xFFFD 0x2D47
0xFFFD 0x2D48
0xFFFD 0x2D49
0xFFFD 0x2D4A
0xFFFD 0x2D4B
0xFFFD 0x2D4C
0xFFFD 0x2D4D
0xFFFD 0x2D4E
0xFFFD 0x2D4F
0xFFFD 0x2D50
0xFFFD 0x2D51
0xFFFD 0x2D52
0xFFFD 0x2D53
0xFFFD 0x2D54
0xFFFD 0x2D55
0xFFFD 0x2D56
0xFFFD 0x2D57
0xFFFD 0x2D58
0xFFFD 0x2D59
0xFFFD 0x2D5A
0xFFFD 0x2D5B
0xFFFD 0x2D5C
0xFFFD 0x2D5D
0xFFFD 0x2D5E
0xFFFD 0x2D5F
0xFFFD 0x2D60
0xFFFD 0x2D61
0xFFFD 0x2D62
0xFFFD 0x2D63
0xFFFD 0x2D64
0xFFFD 0x2D65
0xFFFD 0x2D66
0xFFFD 0x2D67
0xFFFD 0x2D68
0xFFFD 0x2D69
0xFFFD 0x2D6A
0xFFFD 0x2D6B
0xFFFD 0x2D6C
0xFFFD 0x2D6D
0xFFFD 0x2D6E
0xFFFD 0x2D6F
0xFFFD 0x2D70
0xFFFD 0x2D71
0xFFFD 0x2D72
0xFFFD 0x2D73
0xFFFD 0x2D74
0xFFFD 0x2D75
0xFFFD 0x2D76
0xFFFD 0x2D77
0xFFFD 0x2D78
0xFFFD 0x2D79
0xFFFD 0x2D7A
0xFFFD 0x2D7B
0xFFFD 0x2D7C
0xFFFD 0x2D7D
0xFFFD 0x2D7E
0xFFFD 0x2D7F
0xFFFD 0x2D80
0xFFFD 0x2D81
0xFFFD 0x2D82
0xFFFD 0x2D83
0xFFFD 0x2D84
0xFFFD 0x2D85
0xFFFD 0x2D86
0xFFFD 0x2D87
0xFFFD 0x2D88
0xFFFD 0x2D89
0xFFFD 0x2D8A
0xFFFD 0x2D8B
0xFFFD 0x2D8C
0xFFFD 0x2D8D
0xFFFD 0x2D8E
0xFFFD 0x2D8F
0xFFFD 0x2D90
0xFFFD 0x2D91
0xFFFD 0x2D92
0xFFFD 0x2D93
0xFFFD 0x2D94
0xFFFD 0x2D95
0xFFFD 0x2D96
0xFFFD 0x2D97
0xFFFD 0x2D98
0xFFFD 0x2D99
0xFFFD 0x2D9A
0xFFFD 0x2D9B
0xFFFD 0x2D9C
0xFFFD 0x2D9D
0xFFFD 0x2D9E
0xFFFD 0x2D9F
0xFFFD 0x2DA0
0xFFFD 0x2DA1
0xFFFD 0x2DA2
0xFFFD 0x2DA3
0xFFFD 0x2DA4
0xFFFD 0x2DA5
0xFFFD 0x2DA6
0xFFFD 0x2DA7
0xFFFD 0x2DA8
0xFFFD 0x2DA9
0xFFFD 0x2DAA
0xFFFD 0x2DAB
0xFFFD 0x2DAC
0xFFFD 0x2DAD
0xFFFD 0x2DAE
0xFFFD 0x2DAF
0xFFFD 0x2DB0
0xFFFD 0x2DB1
0xFFFD 0x2DB2
0xFFFD 0x2DB3
0xFFFD 0x2DB4
0xFFFD 0x2DB5
0xFFFD 0x2DB6
0xFFFD 0x2DB7
0xFFFD 0x2DB8
0xFFFD 0x2DB9
0xFFFD 0x2DBA
0xFFFD 0x2DBB
0xFFFD 0x2DBC
0xFFFD 0x2DBD
0xFFFD 0x2DBE
0xFFFD 0x2DBF
0xFFFD 0x2DC0
0xFFFD 0x2DC1
0xFFFD 0x2DC2
0xFFFD 0x2DC3
0xFFFD 0x2DC4
0xFFFD 0x2DC5
0xFFFD 0x2DC6
0xFFFD 0x2DC7
0xFFFD 0x2DC8
0xFFFD 0x2DC9
0xFFFD 0x2DCA
0xFFFD 0x2DCB
0xFFFD 0x2DCC
0xFFFD 0x2DCD
0xFFFD 0x2DCE
0xFFFD 0x2DCF
0xFFFD 0x2DD0
0xFFFD 0x2DD1
0xFFFD 0x2DD2
0xFFFD 0x2DD3
0xFFFD 0x2DD4
0xFFFD 0x2DD5
0xFFFD 0x2DD6
0xFFFD 0x2DD7
0xFFFD 0x2DD8
0xFFFD 0x2DD9
0xFFFD 0x2DDA
0xFFFD 0x2DDB
0xFFFD 0x2DDC
0xFFFD 0x2DDD
0xFFFD 0x2DDE
0xFFFD 0x2DDF
0xFFFD 0x2DE0
0xFFFD 0x2DE1
0xFFFD 0x2DE2
0xFFFD 0x2DE3
0xFFFD 0x2DE4
0xFFFD 0x2DE5
0xFFFD 0x2DE6
0xFFFD 0x2DE7
0xFFFD 0x2DE8
0xFFFD 0x2DE9
0xFFFD 0x2DEA
0xFFFD 0x2DEB
0xFFFD 0x2DEC
0xFFFD 0x2DED
0xFFFD 0x2DEE
0xFFFD 0x2DEF
0xFFFD 0x2DF0
0xFFFD 0x2DF1
0xFFFD 0x2DF2
0xFFFD 0x2DF3
0xFFFD 0x2DF4
0xFFFD 0x2DF5
0xFFFD 0x2DF6
0xFFFD 0x2DF7
0xFFFD 0x2DF8
0xFFFD 0x2DF9
0xFFFD 0x2DFA
0xFFFD 0x2DFB
0xFFFD 0x2DFC
0xFFFD 0x2DFD
0xFFFD 0x2DFE
0xFFFD 0x2DFF
0xFFFD 0x2E00
0xFFFD 0x2E01
0xFFFD 0x2E02
0xFFFD 0x2E03
0xFFFD 0x2E04
0xFFFD 0x2E05
0xFFFD 0x2E06
0xFFFD 0x2E07
0xFFFD 0x2E08
0xFFFD 0x2E09
0xFFFD 0x2E0A
0xFFFD 0x2E0B
0xFFFD 0x2E0C
0xFFFD 0x2E0D
0xFFFD 0x2E0E
0xFFFD 0x2E0F
0xFFFD 0x2E10
0xFFFD 0x2E11
0xFFFD 0x2E12
0xFFFD 0x2E13
0xFFFD 0x2E14
0xFFFD 0x2E15
0xFFFD 0x2E16
0xFFFD 0x2E17
0xFFFD 0x2E18
0xFFFD 0x2E19
0xFFFD 0x2E1A
0xFFFD 0x2E1B
0xFFFD 0x2E1C
0xFFFD 0x2E1D
0xFFFD 0x2E1E
0xFFFD 0x2E1F
0xFFFD 0x2E20
0xFFFD 0x2E21
0xFFFD 0x2E22
0xFFFD 0x2E23
0xFFFD 0x2E24
0xFFFD 0x2E25
0xFFFD 0x2E26
0xFFFD 0x2E27
0xFFFD 0x2E28
0xFFFD 0x2E29
0xFFFD 0x2E2A
0xFFFD 0x2E2B
0xFFFD 0x2E2C
0xFFFD 0x2E2D
0xFFFD 0x2E2E
0xFFFD 0x2E2F
0xFFFD 0x2E30
0xFFFD 0x2E31
0xFFFD 0x2E32
0xFFFD 0x2E33
0xFFFD 0x2E34
0xFFFD 0x2E35
0xFFFD 0x2E36
0xFFFD 0x2E37
0xFFFD 0x2E38
0xFFFD 0x2E39
0xFFFD 0x2E3A
0xFFFD 0x2E3B
0xFFFD 0x2E3C
0xFFFD 0x2E3D
0xFFFD 0x2E3E
0xFFFD 0x2E3F
0xFFFD 0x2E40
0xFFFD 0x2E41
0xFFFD 0x2E42
0xFFFD 0x2E43
0xFFFD 0x2E44
0xFFFD 0x2E45
0xFFFD 0x2E46
0xFFFD 0x2E47
0xFFFD 0x2E48
0xFFFD 0x2E49
0xFFFD 0x2E4A
0xFFFD 0x2E4B
0xFFFD 0x2E4C
0xFFFD 0x2E4D
0xFFFD 0x2E4E
0xFFFD 0x2E4F
0xFFFD 0x2E50
0xFFFD 0x2E51
0xFFFD 0x2E52
0xFFFD 0x2E53
0xFFFD 0x2E54
0xFFFD 0x2E55
0xFFFD 0x2E56
0xFFFD 0x2E57
0xFFFD 0x2E58
0xFFFD 0x2E59
0xFFFD 0x2E5A
0xFFFD 0x2E5B
0xFFFD 0x2E5C
0xFFFD 0x2E5D
0xFFFD 0x2E5E
0xFFFD 0x2E5F
0xFFFD 0x2E60
0xFFFD 0x2E61
0xFFFD 0x2E62
0xFFFD 0x2E63
0xFFFD 0x2E64
0xFFFD 0x2E65
0xFFFD 0x2E66
0xFFFD 0x2E67
0xFFFD 0x2E68
0xFFFD 0x2E69
0xFFFD 0x2E6A
0xFFFD 0x2E6B
0xFFFD 0x2E6C
0xFFFD 0x2E6D
0xFFFD 0x2E6E
0xFFFD 0x2E6F
0xFFFD 0x2E70
0xFFFD 0x2E71
0xFFFD 0x2E72
0xFFFD 0x2E73
0xFFFD 0x2E74
0xFFFD 0x2E75
0xFFFD 0x2E76
0xFFFD 0x2E77
0xFFFD 0x2E78
0xFFFD 0x2E79
0xFFFD 0x2E7A
0xFFFD 0x2E7B
0xFFFD 0x2E7C
0xFFFD 0x2E7D
0xFFFD 0x2E7E
0xFFFD 0x2E7F
0x91ED 0x2E80
0xFFFD 0x2E81
0xFFFD 0x2E82
0xFFFD 0x2E83
0xFFFD 0x2E84
0xFFFD 0x2E85
0xFFFD 0x2E86
0x9CCE 0x2E87
0xFFFD 0x2E88
0xFFFD 0x2E89
0x9CD5 0x2E8A
0xFFFD 0x2E8B
0x9CD4 0x2E8C
0xFFFD 0x2E8D
0xFFFD 0x2E8E
0xFFFD 0x2E8F
0xFFFD 0x2E90
0xFFFD 0x2E91
0xFFFD 0x2E92
0xFFFD 0x2E93
0xFFFD 0x2E94
0x9CDB 0x2E95
0xFFFD 0x2E96
0x91DB 0x2E97
0xFFFD 0x2E98
0xFFFD 0x2E99
0xFFFD 0x2E9A
0xFFFD 0x2E9B
0xFFFD 0x2E9C
0xFFFD 0x2E9D
0xFFFD 0x2E9E
0xFFFD 0x2E9F
0xFFFD 0x2EA0
0xFFFD 0x2EA1
0xFFFD 0x2EA2
0xFFFD 0x2EA3
0x91C9 0x2EA4
0xFFFD 0x2EA5
0xFFFD 0x2EA6
0xFFFD 0x2EA7
0xFFFD 0x2EA8
0xFFFD 0x2EA9
0xFFFD 0x2EAA
0xFFFD 0x2EAB
0xFFFD 0x2EAC
0xFFFD 0x2EAD
0x9CF7 0x2EAE
0xFFFD 0x2EAF
0xFFFD 0x2EB0
0xFFFD 0x2EB1
0xFFFD 0x2EB2
0xFFFD 0x2EB3
0xFFFD 0x2EB4
0xFFFD 0x2EB5
0xFFFD 0x2EB6
0xFFFD 0x2EB7
0xFFFD 0x2EB8
0xFFFD 0x2EB9
0xFFFD 0x2EBA
0xFFFD 0x2EBB
0xFFFD 0x2EBC
0xFFFD 0x2EBD
0xFFFD 0x2EBE
0xFFFD 0x2EBF
0xFFFD 0x2EC0
0xFFFD 0x2EC1
0xFFFD 0x2EC2
0xFFFD 0x2EC3
0xFFFD 0x2EC4
0xFFFD 0x2EC5
0xFFFD 0x2EC6
0xFFFD 0x2EC7
0xFFFD 0x2EC8
0xFFFD 0x2EC9
0xFFFD 0x2ECA
0xFFFD 0x2ECB
0xFFFD 0x2ECC
0xFFFD 0x2ECD
0xFFFD 0x2ECE
0xFFFD 0x2ECF
0xFFFD 0x2ED0
0xFFFD 0x2ED1
0xFFFD 0x2ED2
0xFFFD 0x2ED3
0xFFFD 0x2ED4
0xFFFD 0x2ED5
0xFFFD 0x2ED6
0xFFFD 0x2ED7
0xFFFD 0x2ED8
0xFFFD 0x2ED9
0xFFFD 0x2EDA
0xFFFD 0x2EDB
0xFFFD 0x2EDC
0xFFFD 0x2EDD
0xFFFD 0x2EDE
0xFFFD 0x2EDF
0xFFFD 0x2EE0
0xFFFD 0x2EE1
0xFFFD 0x2EE2
0xFFFD 0x2EE3
0xFFFD 0x2EE4
0xFFFD 0x2EE5
0xFFFD 0x2EE6
0xFFFD 0x2EE7
0xFFFD 0x2EE8
0xFFFD 0x2EE9
0xFFFD 0x2EEA
0xFFFD 0x2EEB
0xFFFD 0x2EEC
0xFFFD 0x2EED
0xFFFD 0x2EEE
0xFFFD 0x2EEF
0xFFFD 0x2EF0
0xFFFD 0x2EF1
0xFFFD 0x2EF2
0xFFFD 0x2EF3
0xFFFD 0x2EF4
0xFFFD 0x2EF5
0xFFFD 0x2EF6
0xFFFD 0x2EF7
0xFFFD 0x2EF8
0xFFFD 0x2EF9
0xFFFD 0x2EFA
0xFFFD 0x2EFB
0xFFFD 0x2EFC
0xFFFD 0x2EFD
0xFFFD 0x2EFE
0xFFFD 0x2EFF
0xFFFD 0x2F00
0xFFFD 0x2F01
0xC6BF 0x2F02
0xC6C0 0x2F03
0xFFFD 0x2F04
0xC6C1 0x2F05
0xFFFD 0x2F06
0xC6C2 0x2F07
0xFFFD 0x2F08
0xFFFD 0x2F09
0xFFFD 0x2F0A
0xFFFD 0x2F0B
0xC6C3 0x2F0C
0xC6C4 0x2F0D
0xC6C5 0x2F0E
0xFFFD 0x2F0F
0xFFFD 0x2F10
0xFFFD 0x2F11
0xFFFD 0x2F12
0xC6C6 0x2F13
0xFFFD 0x2F14
0xFFFD 0x2F15
0xC6C7 0x2F16
0xFFFD 0x2F17
0xFFFD 0x2F18
0xC6C8 0x2F19
0xFFFD 0x2F1A
0xC6C9 0x2F1B
0xFFFD 0x2F1C
0xFFFD 0x2F1D
0xFFFD 0x2F1E
0xFFFD 0x2F1F
0xFFFD 0x2F20
0xFFFD 0x2F21
0xC6CA 0x2F22
0xFFFD 0x2F23
0xFFFD 0x2F24
0xFFFD 0x2F25
0xFFFD 0x2F26
0xC6CB 0x2F27
0xFFFD 0x2F28
0xFFFD 0x2F29
0xFFFD 0x2F2A
0xFFFD 0x2F2B
0xFFFD 0x2F2C
0xFFFD 0x2F2D
0xC6CC 0x2F2E
0xFFFD 0x2F2F
0xFFFD 0x2F30
0xFFFD 0x2F31
0xFFFD 0x2F32
0xC6CD 0x2F33
0xC6CE 0x2F34
0xC6CF 0x2F35
0xFFFD 0x2F36
0xFFFD 0x2F37
0xFFFD 0x2F38
0xC6D0 0x2F39
0xC6D1 0x2F3A
0xFFFD 0x2F3B
0xFFFD 0x2F3C
0xFFFD 0x2F3D
0xFFFD 0x2F3E
0xFFFD 0x2F3F
0xFFFD 0x2F40
0xC6D2 0x2F41
0xFFFD 0x2F42
0xFFFD 0x2F43
0xFFFD 0x2F44
0xFFFD 0x2F45
0xC6D3 0x2F46
0xFFFD 0x2F47
0xFFFD 0x2F48
0xFFFD 0x2F49
0xFFFD 0x2F4A
0xFFFD 0x2F4B
0xFFFD 0x2F4C
0xFFFD 0x2F4D
0xFFFD 0x2F4E
0xFFFD 0x2F4F
0xFFFD 0x2F50
0xFFFD 0x2F51
0xFFFD 0x2F52
0xFFFD 0x2F53
0xFFFD 0x2F54
0xFFFD 0x2F55
0xFFFD 0x2F56
0xFFFD 0x2F57
0xFFFD 0x2F58
0xFFFD 0x2F59
0xFFFD 0x2F5A
0xFFFD 0x2F5B
0xFFFD 0x2F5C
0xFFFD 0x2F5D
0xFFFD 0x2F5E
0xFFFD 0x2F5F
0xFFFD 0x2F60
0xFFFD 0x2F61
0xFFFD 0x2F62
0xFFFD 0x2F63
0xFFFD 0x2F64
0xFFFD 0x2F65
0xFFFD 0x2F66
0xC6D4 0x2F67
0xC6D5 0x2F68
0xFFFD 0x2F69
0xFFFD 0x2F6A
0xFFFD 0x2F6B
0xFFFD 0x2F6C
0xFFFD 0x2F6D
0xFFFD 0x2F6E
0xFFFD 0x2F6F
0xFFFD 0x2F70
0xFFFD 0x2F71
0xFFFD 0x2F72
0xFFFD 0x2F73
0xFFFD 0x2F74
0xFFFD 0x2F75
0xFFFD 0x2F76
0xFFFD 0x2F77
0xFFFD 0x2F78
0xFFFD 0x2F79
0xFFFD 0x2F7A
0xFFFD 0x2F7B
0xFFFD 0x2F7C
0xFFFD 0x2F7D
0xFFFD 0x2F7E
0xFFFD 0x2F7F
0xFFFD 0x2F80
0xFFFD 0x2F81
0xFFFD 0x2F82
0xFFFD 0x2F83
0xFFFD 0x2F84
0xFFFD 0x2F85
0xFFFD 0x2F86
0xFFFD 0x2F87
0xFFFD 0x2F88
0xFFFD 0x2F89
0xFFFD 0x2F8A
0xFFFD 0x2F8B
0xFFFD 0x2F8C
0xFFFD 0x2F8D
0xFFFD 0x2F8E
0xFFFD 0x2F8F
0xFFFD 0x2F90
0xFFFD 0x2F91
0xFFFD 0x2F92
0xFFFD 0x2F93
0xFFFD 0x2F94
0xFFFD 0x2F95
0xFFFD 0x2F96
0xFFFD 0x2F97
0xFFFD 0x2F98
0xFFFD 0x2F99
0xFFFD 0x2F9A
0xFFFD 0x2F9B
0xFFFD 0x2F9C
0xFFFD 0x2F9D
0xFFFD 0x2F9E
0xFFFD 0x2F9F
0xFFFD 0x2FA0
0xC6D6 0x2FA1
0xFFFD 0x2FA2
0xFFFD 0x2FA3
0xFFFD 0x2FA4
0xFFFD 0x2FA5
0xFFFD 0x2FA6
0xFFFD 0x2FA7
0xFFFD 0x2FA8
0xFFFD 0x2FA9
0xC6D7 0x2FAA
0xFFFD 0x2FAB
0xFFFD 0x2FAC
0xFFFD 0x2FAD
0xFFFD 0x2FAE
0xFFFD 0x2FAF
0xFFFD 0x2FB0
0xFFFD 0x2FB1
0xFFFD 0x2FB2
0xFFFD 0x2FB3
0xFFFD 0x2FB4
0xFFFD 0x2FB5
0xFFFD 0x2FB6
0xFFFD 0x2FB7
0xFFFD 0x2FB8
0xFFFD 0x2FB9
0xFFFD 0x2FBA
0xFFFD 0x2FBB
0xFFFD 0x2FBC
0xFFFD 0x2FBD
0xFFFD 0x2FBE
0xFFFD 0x2FBF
0xFFFD 0x2FC0
0xFFFD 0x2FC1
0xFFFD 0x2FC2
0xFFFD 0x2FC3
0xFFFD 0x2FC4
0xFFFD 0x2FC5
0xFFFD 0x2FC6
0xFFFD 0x2FC7
0xFFFD 0x2FC8
0xFFFD 0x2FC9
0xFFFD 0x2FCA
0xFFFD 0x2FCB
0xFFFD 0x2FCC
0xFFFD 0x2FCD
0xFFFD 0x2FCE
0xFFFD 0x2FCF
0xFFFD 0x2FD0
0xFFFD 0x2FD1
0xFFFD 0x2FD2
0xFFFD 0x2FD3
0xFFFD 0x2FD4
0xFFFD 0x2FD5
0xFFFD 0x2FD6
0xFFFD 0x2FD7
0xFFFD 0x2FD8
0xFFFD 0x2FD9
0xFFFD 0x2FDA
0xFFFD 0x2FDB
0xFFFD 0x2FDC
0xFFFD 0x2FDD
0xFFFD 0x2FDE
0xFFFD 0x2FDF
0xFFFD 0x2FE0
0xFFFD 0x2FE1
0xFFFD 0x2FE2
0xFFFD 0x2FE3
0xFFFD 0x2FE4
0xFFFD 0x2FE5
0xFFFD 0x2FE6
0xFFFD 0x2FE7
0xFFFD 0x2FE8
0xFFFD 0x2FE9
0xFFFD 0x2FEA
0xFFFD 0x2FEB
0xFFFD 0x2FEC
0xFFFD 0x2FED
0xFFFD 0x2FEE
0xFFFD 0x2FEF
0xFFFD 0x2FF0
0xFFFD 0x2FF1
0xFFFD 0x2FF2
0xFFFD 0x2FF3
0xFFFD 0x2FF4
0xFFFD 0x2FF5
0xFFFD 0x2FF6
0xFFFD 0x2FF7
0xFFFD 0x2FF8
0xFFFD 0x2FF9
0xFFFD 0x2FFA
0xFFFD 0x2FFB
0xFFFD 0x2FFC
0xFFFD 0x2FFD
0xFFFD 0x2FFE
0xFFFD 0x2FFF
0xA140 0x3000
0xA142 0x3001
0xA143 0x3002
0xA1B2 0x3003
0xFFFD 0x3004
0xC6E0 0x3005
0xC6E1 0x3006
0xC6E2 0x3007
0xA171 0x3008
0xA172 0x3009
0xA16D 0x300A
0xA16E 0x300B
0xA175 0x300C
0xA176 0x300D
0xA179 0x300E
0xA17A 0x300F
0xA169 0x3010
0xA16A 0x3011
0xA245 0x3012
0x965D 0x3013
0xA165 0x3014
0xA166 0x3015
0x9D51 0x3016
0x9D52 0x3017
0xFFFD 0x3018
0xFFFD 0x3019
0xFFFD 0x301A
0xFFFD 0x301B
0xA1E3 0x301C
0xA1A9 0x301D
0xA1AA 0x301E
0xFFFD 0x301F
0xFFFD 0x3020
0xA2C3 0x3021
0xA2C4 0x3022
0xA2C5 0x3023
0xA2C6 0x3024
0xA2C7 0x3025
0xA2C8 0x3026
0xA2C9 0x3027
0xA2CA 0x3028
0xA2CB 0x3029
0xFFFD 0x302A
0xFFFD 0x302B
0xFFFD 0x302C
0xFFFD 0x302D
0xFFFD 0x302E
0xFFFD 0x302F
0xA1CA 0x3030
0xFFFD 0x3031
0xFFFD 0x3032
0xFFFD 0x3033
0xFFFD 0x3034
0xFFFD 0x3035
0xFFFD 0x3036
0xFFFD 0x3037
0xA2CC 0x3038
0xA2CD 0x3039
0xA2CE 0x303A
0xFFFD 0x303B
0xFFFD 0x303C
0xFFFD 0x303D
0xFFFD 0x303E
0xFFFD 0x303F
0xFFFD 0x3040
0xC6E7 0x3041
0xC6E8 0x3042
0xC6E9 0x3043
0xC6EA 0x3044
0xC6EB 0x3045
0xC6EC 0x3046
0xC6ED 0x3047
0xC6EE 0x3048
0xC6EF 0x3049
0xC6F0 0x304A
0xC6F1 0x304B
0xC6F2 0x304C
0xC6F3 0x304D
0xC6F4 0x304E
0xC6F5 0x304F
0xC6F6 0x3050
0xC6F7 0x3051
0xC6F8 0x3052
0xC6F9 0x3053
0xC6FA 0x3054
0xC6FB 0x3055
0xC6FC 0x3056
0xC6FD 0x3057
0xC6FE 0x3058
0xC740 0x3059
0xC741 0x305A
0xC742 0x305B
0xC743 0x305C
0xC744 0x305D
0xC745 0x305E
0xC746 0x305F
0xC747 0x3060
0xC748 0x3061
0xC749 0x3062
0xC74A 0x3063
0xC74B 0x3064
0xC74C 0x3065
0xC74D 0x3066
0xC74E 0x3067
0xC74F 0x3068
0xC750 0x3069
0xC751 0x306A
0xC752 0x306B
0xC753 0x306C
0xC754 0x306D
0xC755 0x306E
0xC756 0x306F
0xC757 0x3070
0xC758 0x3071
0xC759 0x3072
0xC75A 0x3073
0xC75B 0x3074
0xC75C 0x3075
0xC75D 0x3076
0xC75E 0x3077
0xC75F 0x3078
0xC760 0x3079
0xC761 0x307A
0xC762 0x307B
0xC763 0x307C
0xC764 0x307D
0xC765 0x307E
0xC766 0x307F
0xC767 0x3080
0xC768 0x3081
0xC769 0x3082
0xC76A 0x3083
0xC76B 0x3084
0xC76C 0x3085
0xC76D 0x3086
0xC76E 0x3087
0xC76F 0x3088
0xC770 0x3089
0xC771 0x308A
0xC772 0x308B
0xC773 0x308C
0xC774 0x308D
0xC775 0x308E
0xC776 0x308F
0xC777 0x3090
0xC778 0x3091
0xC779 0x3092
0xC77A 0x3093
0xC8B3 0x3094
0xFFFD 0x3095
0xFFFD 0x3096
0xFFFD 0x3097
0xFFFD 0x3098
0xFFFD 0x3099
0xFFFD 0x309A
0xC8B1 0x309B
0xC8B2 0x309C
0xC6DC 0x309D
0xC6DD 0x309E
0xFFFD 0x309F
0xFFFD 0x30A0
0xC77B 0x30A1
0xC77C 0x30A2
0xC77D 0x30A3
0xC77E 0x30A4
0xC7A1 0x30A5
0xC7A2 0x30A6
0xC7A3 0x30A7
0xC7A4 0x30A8
0xC7A5 0x30A9
0xC7A6 0x30AA
0xC7A7 0x30AB
0xC7A8 0x30AC
0xC7A9 0x30AD
0xC7AA 0x30AE
0xC7AB 0x30AF
0xC7AC 0x30B0
0xC7AD 0x30B1
0xC7AE 0x30B2
0xC7AF 0x30B3
0xC7B0 0x30B4
0xC7B1 0x30B5
0xC7B2 0x30B6
0xC7B3 0x30B7
0xC7B4 0x30B8
0xC7B5 0x30B9
0xC7B6 0x30BA
0xC7B7 0x30BB
0xC7B8 0x30BC
0xC7B9 0x30BD
0xC7BA 0x30BE
0xC7BB 0x30BF
0xC7BC 0x30C0
0xC7BD 0x30C1
0xC7BE 0x30C2
0xC7BF 0x30C3
0xC7C0 0x30C4
0xC7C1 0x30C5
0xC7C2 0x30C6
0xC7C3 0x30C7
0xC7C4 0x30C8
0xC7C5 0x30C9
0xC7C6 0x30CA
0xC7C7 0x30CB
0xC7C8 0x30CC
0xC7C9 0x30CD
0xC7CA 0x30CE
0xC7CB 0x30CF
0xC7CC 0x30D0
0xC7CD 0x30D1
0xC7CE 0x30D2
0xC7CF 0x30D3
0xC7D0 0x30D4
0xC7D1 0x30D5
0xC7D2 0x30D6
0xC7D3 0x30D7
0xC7D4 0x30D8
0xC7D5 0x30D9
0xC7D6 0x30DA
